0.9,3813,82
0.9,4369,119
0.9,14503,316
0.1,7410,-124
0.1,9780,-85
0.1,7726,-36
0.1,8000,17
0.1,8728,20
0.1,9020,184
0.1,31414,254
0.1,50732,326
0.1,16315,371
0.9,3374,17
0.675,3838,48
0.5062500000000001,7506,158
0.37968750000000007,20646,209
0.284765625,28101,214
0.21357421875000002,7978,262
0.1601806640625,7924,396
0.12013549804687501,24793,400
0.09010162353515626,68338,420
0.06757621765136719,79801,429
